sample_id,url,label,label_name,source,source_id,source_metadata,score,risk,prediction,prediction_name,correct,indicator_count,indicators
PG-0380,https://mayoclinic.org/,0,legitimate,Tranco,876,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0381,https://q-r.to/bgcCzc,1,phishing,PhishTank,9341634,Other,0,LOW RISK,0,legitimate,False,0,
PG-0382,https://qrco.de/bfMKkZ,1,phishing,PhishTank,8741181,Other,0,LOW RISK,0,legitimate,False,0,
PG-0383,https://flxerros2.firebaseapp.com/,1,phishing,PhishTank,8041682,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0384,https://bbc.com/,0,legitimate,Tranco,210,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0385,https://arin.net/,0,legitimate,Tranco,3348,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0386,https://amocrm.ru/,0,legitimate,Tranco,2015,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0387,https://nba.com/,0,legitimate,Tranco,2327,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0388,http://c9ah9-zih-co3f-cmfeam-cwdtk.pages.dev/,1,phishing,PhishTank,9492426,Other,20,LOW RISK,1,phishing,True,2,HTTP_SCHEME|MANY_HYPHENS
PG-0389,https://tinyurl.com/dhgscvffsz,1,phishing,PhishTank,9254302,Other,12,LOW RISK,1,phishing,True,1,URL_SHORTENER
PG-0390,https://mathworks.com/,0,legitimate,Tranco,2848,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0391,https://awsdns-35.com/,0,legitimate,Tranco,3512,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0392,https://zqdtiuqvbzzjf.firebaseapp.com/,1,phishing,PhishTank,9058898,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0393,https://snapkit.com/,0,legitimate,Tranco,2217,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0394,https://klelnanzeigen-deutch.service-de249264.info/getpaymentm/234951427/m9,1,phishing,PhishTank,9477990,Other,4,LOW RISK,0,legitimate,False,1,SUSPICIOUS_KEYWORDS
PG-0395,https://incognia.com/,0,legitimate,Tranco,2795,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0396,https://heyzine.com/,0,legitimate,Tranco,3154,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0397,https://evernote.com/,0,legitimate,Tranco,2124,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0398,https://allawnos.com/,0,legitimate,Tranco,357,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0399,https://mail.ru/,0,legitimate,Tranco,12,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0400,https://bpcl.in/,0,legitimate,Tranco,1748,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0401,https://fortinet.com/,0,legitimate,Tranco,2948,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0402,https://allegro-lokalnie.328129goi48.xyz/,1,phishing,PhishTank,9459255,Allegro,7,LOW RISK,1,phishing,True,1,SUSPICIOUS_TLD
PG-0403,https://aictec-access-request-portal.firebaseapp.com/,1,phishing,PhishTank,9121758,Other,13,LOW RISK,1,phishing,True,2,HOSTED_PLATFORM|MANY_HYPHENS
PG-0404,https://vk.ru/,0,legitimate,Tranco,174,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0405,https://altervista.org/,0,legitimate,Tranco,2396,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0406,https://www.dropbox.com/scl/fi/5lpys5czvhxw5q9htjvt2/British-Telecom.paper?rlkey=2rp8r1eqxoupdew3bf6iw7k3p&dl=0,1,phishing,PhishTank,8677055,Other,0,LOW RISK,0,legitimate,False,0,
PG-0407,https://ninisite.com/,0,legitimate,Tranco,1557,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0408,https://suumo.jp/,0,legitimate,Tranco,1301,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0409,https://strln.net/,0,legitimate,Tranco,4631,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0410,https://l.ead.me/bfJ1gl,1,phishing,PhishTank,8718877,Other,0,LOW RISK,0,legitimate,False,0,
PG-0411,https://kaggle.com/,0,legitimate,Tranco,4448,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0412,https://gulfnews.com/,0,legitimate,Tranco,4068,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0413,https://cmoa.jp/,0,legitimate,Tranco,1522,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0414,https://achffe.blogspot.com/,1,phishing,PhishTank,8370873,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0415,https://f421f7b11af48bef2d.s3.ap-south-1.amazonaws.com/z9DbMMTY,1,phishing,PhishTank,9306646,Other,10,LOW RISK,1,phishing,True,1,MANY_SUBDOMAINS
PG-0416,https://talktalkrecomms.weebly.com/,1,phishing,PhishTank,9083603,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0417,http://expertisap.com.br/regroup/tallness/?email=redacted@abuse.ionos.com,1,phishing,PhishTank,9265276,Other,30,LOW RISK,1,phishing,True,2,HTTP_SCHEME|AT_SYMBOL
PG-0418,https://core.microsoft/,0,legitimate,Tranco,2652,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0419,https://secureserver.net/,0,legitimate,Tranco,1996,top-ranked domain,4,LOW RISK,0,legitimate,True,1,SUSPICIOUS_KEYWORDS
PG-0420,https://amazon.com.mx/,0,legitimate,Tranco,1045,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0421,https://cointrkercdn.wixstudio.com/en-ca,1,phishing,PhishTank,9424028,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0422,https://turkiye.gov.tr/,0,legitimate,Tranco,1357,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0423,https://new.express.adobe.com/webpage/6e10ObtiVIphn,1,phishing,PhishTank,8454648,Other,0,LOW RISK,0,legitimate,False,0,
PG-0424,https://q-r.to/bgdVnD,1,phishing,PhishTank,9351159,Other,0,LOW RISK,0,legitimate,False,0,
PG-0425,https://855454510415454.hyperphp.com/?i=1,1,phishing,PhishTank,9407050,Other,0,LOW RISK,0,legitimate,False,0,
PG-0426,https://chapturist.com/,0,legitimate,Tranco,4585,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0427,https://grammarly.net/,0,legitimate,Tranco,4653,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0428,https://desync.com/,0,legitimate,Tranco,4756,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0429,https://amazon.es/,0,legitimate,Tranco,711,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0430,https://justice.gov/,0,legitimate,Tranco,2200,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0431,https://toyhou.se/,0,legitimate,Tranco,1479,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0432,https://pagge-verifiield-sitte.vercel.app/active,1,phishing,PhishTank,9470386,Facebook,0,LOW RISK,0,legitimate,False,0,
PG-0433,https://cpi.ad.jp/,0,legitimate,Tranco,2685,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0434,https://seguryty-cred-miles-2026--segurity5445.replit.app/index2.php,1,phishing,PhishTank,9506599,Other,8,LOW RISK,1,phishing,True,1,MANY_HYPHENS
PG-0435,https://firetvcaptiveportal.com/,0,legitimate,Tranco,478,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0436,https://edu-servers.net/,0,legitimate,Tranco,3538,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0437,https://alipay.com/,0,legitimate,Tranco,1130,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0438,http://q-r.to/ZQ,1,phishing,PhishTank,8177045,Other,12,LOW RISK,1,phishing,True,1,HTTP_SCHEME
PG-0439,https://info.dnb.no,1,phishing,PhishTank,7472400,Other,0,LOW RISK,0,legitimate,False,0,
PG-0440,https://ngenix.net/,0,legitimate,Tranco,528,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0441,http://homepage-trezxr-us.wixstudio.com/en-us,1,phishing,PhishTank,9462141,Other,17,LOW RISK,1,phishing,True,2,HTTP_SCHEME|HOSTED_PLATFORM
PG-0442,https://emarketer.com/,0,legitimate,Tranco,4883,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0443,https://appstartin-ldger.wixstudio.com/login,1,phishing,PhishTank,9419587,Other,9,LOW RISK,1,phishing,True,2,SUSPICIOUS_KEYWORDS|HOSTED_PLATFORM
PG-0444,https://docs.google.com/presentation/d/e/2PACX-1vRP69F3mwSbTUXSYZB8dr-zJx_R5r4fWZ58y2MDX17FrXcSuqndM22YZigisFRkV9_ODix89t8e2Tat/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,9023729,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0445,https://dirozadelemile.web.app/,1,phishing,PhishTank,9058937,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0446,https://fran33.weebly.com/,1,phishing,PhishTank,9047852,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0447,https://q-r.to/bgaqQi,1,phishing,PhishTank,9328098,Other,0,LOW RISK,0,legitimate,False,0,
PG-0448,https://secure-tompkinsonline.weebly.com/,1,phishing,PhishTank,9347969,Other,9,LOW RISK,1,phishing,True,2,SUSPICIOUS_KEYWORDS|HOSTED_PLATFORM
PG-0449,https://inicioinusual365.webcindario.com/,1,phishing,PhishTank,9406087,Microsoft,0,LOW RISK,0,legitimate,False,0,
PG-0450,https://docs.google.com/presentation/d/e/2PACX-1vSieehiJgDjQtO7yNpLsjBBR4nMjfh5MWvQaN1gV5nSbxpLJeWwGsoou-utMj5hLVkzMFlQ9vGozAOO/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,phishing,PhishTank,9437728,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0451,https://lineheightborder.web.app/,1,phishing,PhishTank,8518479,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0452,https://docs.google.com/presentation/d/e/2PACX-1vTOtW5rlkATAvpL8uejHhGA4uJv_7WesvotYxijqpMZNotOcs0LPUdOKIlaS4XG4uZZuzdeQsgKIuby/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8529695,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0453,https://hwcdn.ru/,0,legitimate,Tranco,2050,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0454,https://deezer.com/,0,legitimate,Tranco,1930,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0455,https://handelsblatt.com/,0,legitimate,Tranco,4142,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0456,https://thecottonbank.weebly.com/,1,phishing,PhishTank,9491426,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0457,https://docs.google.com/presentation/d/e/2PACX-1vRjK7910J5K_0LFxz3IO6HhKNyOuPq6QMzs0tLMDuGhaPJ8lUjd6Lj-1sPYVocqvSAys3FAVkKdwgZr/pub?start=false&loop=false&delayms=3000&slide=id.g1f87997393_0_787,1,phishing,PhishTank,8809892,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0458,http://allegrolokalne.188139.click,1,phishing,PhishTank,9461739,Allegro,19,LOW RISK,1,phishing,True,2,HTTP_SCHEME|SUSPICIOUS_TLD
PG-0459,https://l.ead.me/bfFvcI,1,phishing,PhishTank,8676381,Other,0,LOW RISK,0,legitimate,False,0,
PG-0460,https://oreilly.com/,0,legitimate,Tranco,2005,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0461,https://more-trzor.wixstudio.com/us-en,1,phishing,PhishTank,9438674,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0462,https://nikkei.com/,0,legitimate,Tranco,776,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0463,https://ambitionmu.com/ZipuP/Sites/index.html,1,phishing,PhishTank,9125679,Other,0,LOW RISK,0,legitimate,False,0,
PG-0464,https://melissa304c.myportfolio.com/,1,phishing,PhishTank,8057245,Other,0,LOW RISK,0,legitimate,False,0,
PG-0465,https://oath.com/,0,legitimate,Tranco,4787,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0466,https://sp12ct-hordik-biz-kamsel-frondor.pages.dev/,1,phishing,PhishTank,9499983,Other,8,LOW RISK,1,phishing,True,1,MANY_HYPHENS
PG-0467,https://doubleclick.net/,0,legitimate,Tranco,37,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0468,https://public-suite-app-trez.typedream.app/,1,phishing,PhishTank,9482055,Other,8,LOW RISK,1,phishing,True,1,MANY_HYPHENS
PG-0469,https://registromed009.pro/,1,phishing,PhishTank,9458949,Amazon.com,0,LOW RISK,0,legitimate,False,0,
PG-0470,https://www.pcn-noticyo.top/com,1,phishing,PhishTank,9430554,Other,7,LOW RISK,1,phishing,True,1,SUSPICIOUS_TLD
PG-0471,https://intelligent-fact-583157.framer.app/,1,phishing,PhishTank,9488798,Comcast,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0472,https://bitdefender.net/,0,legitimate,Tranco,782,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0473,https://gstatic.com/,0,legitimate,Tranco,4,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0474,https://mozilla.org/,0,legitimate,Tranco,100,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0475,https://cert-000049-0000c5.web.app/,1,phishing,PhishTank,8151124,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0476,https://ebay.com.au/,0,legitimate,Tranco,4504,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0477,https://new.express.adobe.com/webpage/U2cxRbBSHVGet,1,phishing,PhishTank,8538554,Other,0,LOW RISK,0,legitimate,False,0,
PG-0478,https://treasury.gov/,0,legitimate,Tranco,2859,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0479,https://beget.ru/,0,legitimate,Tranco,1998,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0480,https://docs.google.com/drawings/d/1byFH_x4u4H3u5mc90ENjOiFrTpz_-jyuZ6JT5Ql6J78/edit,1,phishing,PhishTank,9442148,Other,0,LOW RISK,0,legitimate,False,0,
PG-0481,https://wnacg.com/,0,legitimate,Tranco,1543,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0482,https://skybridge.click/,0,legitimate,Tranco,2236,top-ranked domain,7,LOW RISK,1,phishing,False,1,SUSPICIOUS_TLD
PG-0483,https://healthline.com/,0,legitimate,Tranco,978,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0484,https://uselivewallet.wixstudio.com/us-en,1,phishing,PhishTank,9405908,Other,9,LOW RISK,1,phishing,True,2,SUSPICIOUS_KEYWORDS|HOSTED_PLATFORM
PG-0485,https://balance.nzpikpak.dpdns.org/,1,phishing,PhishTank,9417644,Other,0,LOW RISK,0,legitimate,False,0,
PG-0486,https://q-r.to/bgbfah,1,phishing,PhishTank,9335861,Other,0,LOW RISK,0,legitimate,False,0,
PG-0487,https://knt9.xyz/,0,legitimate,Tranco,2624,top-ranked domain,7,LOW RISK,1,phishing,False,1,SUSPICIOUS_TLD
PG-0488,https://gmarket.co.kr/,0,legitimate,Tranco,4023,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0489,https://letterboxd.com/,0,legitimate,Tranco,1030,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0490,https://q-r.to/bfJS16,1,phishing,PhishTank,8719115,Other,0,LOW RISK,0,legitimate,False,0,
PG-0491,https://docs.google.com/presentation/d/1SErzfoXAgq2tJBYpjXVcklcRnJM6YM90tmBEfxH0AAE/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,8760038,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0492,https://qrco.de/bfH3Hf,1,phishing,PhishTank,8691465,Other,0,LOW RISK,0,legitimate,False,0,
PG-0493,https://docs.google.com/presentation/d/e/2PACX-1vRyvcDwlZ45y8LcVhK8AoHOyTeNpDhWagiGDsm_2AlhI8gPOcpOduQiZk-HHXoB1Blgb2KpPvylOvwZ/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishing,PhishTank,9023837,Other,9,LOW RISK,1,phishing,True,1,LONG_URL
PG-0494,https://apps-started-en.wixstudio.com/usen,1,phishing,PhishTank,9439629,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
PG-0495,https://q-r.to/bfQ2OP,1,phishing,PhishTank,8775306,Other,0,LOW RISK,0,legitimate,False,0,
PG-0496,https://dbankcloud.ru/,0,legitimate,Tranco,897,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0497,https://nexon.com/,0,legitimate,Tranco,2640,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0498,https://wordpress.org/,0,legitimate,Tranco,48,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0499,https://youku.com/,0,legitimate,Tranco,931,top-ranked domain,0,LOW RISK,0,legitimate,True,0,
PG-0500,https://incredible-culture-543388.framer.app/,1,phishing,PhishTank,9497008,Other,5,LOW RISK,1,phishing,True,1,HOSTED_PLATFORM
